id_venta,fecha,producto,categoria,precio,cantidad,cliente,ciudad,sucursal,metodo_pago,vendedor,turno
1148,2025-12-12,Crema Facial,Belleza,408.09,10,Guillermo León,León,Sucursal Norte,Efectivo,Perla Guzmán,Vespertino
1149,2024-07-08,Esmalte,Belleza,95.72,13,Juan Cervantes,Mérida,Sucursal Centro,Tarjeta de Débito,Natalia Rojas,Nocturno
1150,2025-06-26,Crema Facial,Belleza,234.37,19,Pablo Álvarez,Puebla,Sucursal Norte,Transferencia,Irene Castillo,Matutino
1151,2024-06-11,Crema Facial,Belleza,486.11,17,María Martínez,Mérida,Sucursal Centro,Tarjeta de Débito,Natalia Rojas,Nocturno
1152,2024-02-13,Chocolate,Alimentos,77.28,13,Isabel Ramírez,Mérida,Sucursal Norte,Tarjeta de Crédito,Cecilia Ortiz,Matutino
1153,2024-02-04,Bloques Didácticos,Juguetes,254.66,9,Sergio Gutiérrez,Monterrey,Sucursal Sur,Efectivo,Susana Palacios,Vespertino
1154,2024-01-07,Carro de Juguete,Juguetes,335.45,12,Natalia Ruiz,León,Sucursal Centro,Transferencia,Daniel Cervantes,Nocturno
1155,2024-11-21,Rompecabezas,Juguetes,320.5,7,Julio Cortez,Ciudad de México,Sucursal Sur,Tarjeta de Débito,Ernesto Campos,Nocturno
1156,2025-08-22,Muñeca,Juguetes,301.6,2,Valentina Cruz,Guadalajara,Sucursal Sur,Transferencia,Héctor Lima,Nocturno
1157,2025-11-20,Carro de Juguete,Juguetes,355.69,2,Valentina Cruz,Monterrey,Sucursal Centro,Transferencia,Raúl Guerrero,Matutino
1158,2024-11-14,Agua,Alimentos,28.14,2,Carlos López,Ciudad de México,Sucursal Centro,Tarjeta de Crédito,Lorena Soto,Nocturno
1159,2025-07-10,Crema Facial,Belleza,241.25,3,Roberto Reyes,León,Sucursal Norte,Tarjeta de Crédito,Arturo Sandoval,Matutino
1160,2024-11-29,Teclado,Electrónica,758.65,11,Ignacio Miranda,Ciudad de México,Sucursal Centro,Transferencia,Lorena Soto,Nocturno
1161,2025-12-30,Lámpara,Hogar,654.09,19,Julio Cortez,Mérida,Sucursal Norte,Transferencia,Ramón Delgado,Nocturno
1162,2025-12-29,Zapatos Deportivos,Deportes,1615.29,7,Ximena Paredes,Monterrey,Sucursal Norte,Tarjeta de Débito,Samuel Torres,Vespertino
1163,2025-02-20,Pantalón,Ropa,795.43,13,Sebastián Fuentes,León,Sucursal Centro,Tarjeta de Débito,Daniel Cervantes,Nocturno
1164,2025-06-30,Zapatos Deportivos,Deportes,1193.58,3,Diego Cabrera,Ciudad de México,Sucursal Sur,Efectivo,Ernesto Campos,Nocturno
1165,2024-05-07,Muñeca,Juguetes,474.08,18,Daniela Herrera,Monterrey,Sucursal Sur,Transferencia,Susana Palacios,Vespertino
1166,2024-02-11,Galletas,Alimentos,77.38,10,Ignacio Miranda,Tijuana,Sucursal Centro,Efectivo,Valeria Fuentes,Vespertino
1167,2024-03-28,Lámpara,Hogar,678.34,13,Paola Mendoza,León,Sucursal Centro,Tarjeta de Crédito,Daniel Cervantes,Nocturno
1168,2025-03-12,Shampoo,Belleza,156.33,13,Julio Cortez,Tijuana,Sucursal Norte,Transferencia,Iván Espinoza,Nocturno
1169,2024-07-20,Detergente,Hogar,64.93,20,Julio Cortez,Ciudad de México,Sucursal Sur,Transferencia,Ernesto Campos,Nocturno
1170,2025-10-17,Chocolate,Alimentos,49.59,5,Luis Espinoza,Guadalajara,Sucursal Sur,Tarjeta de Crédito,Héctor Lima,Nocturno
1171,2025-05-11,Perfume,Belleza,1364.17,8,Sofía Pérez,Mérida,Sucursal Centro,Tarjeta de Débito,Bruno Herrera,Vespertino
1172,2024-08-20,Guantes de Box,Deportes,460.02,20,Patricia Muñoz,Guadalajara,Sucursal Sur,Tarjeta de Débito,Héctor Lima,Nocturno
1173,2025-02-09,Esmalte,Belleza,97.32,20,Rebeca Campos,Guadalajara,Sucursal Norte,Transferencia,Andrés Mora,Vespertino
1174,2025-11-10,Detergente,Hogar,136.48,15,Julio Cortez,Puebla,Sucursal Centro,Transferencia,Beatriz Flores,Nocturno
1175,2025-05-22,Rompecabezas,Juguetes,184.97,15,Diego Cabrera,Guadalajara,Sucursal Norte,Tarjeta de Débito,Patricia Lara,Matutino
1176,2025-03-05,Sudadera,Ropa,495.02,20,Manuel Bravo,Mérida,Sucursal Centro,Efectivo,Natalia Rojas,Nocturno
1177,2024-04-24,Laptop,Electrónica,19570.87,13,Carlos López,Mérida,Sucursal Centro,Efectivo,Natalia Rojas,Nocturno
1178,2024-06-05,Detergente,Hogar,119.71,20,Silvia Fuentes,Ciudad de México,Sucursal Sur,Tarjeta de Débito,Diana Reyes,Vespertino
1179,2025-11-24,Agua,Alimentos,24.11,3,Jorge Romero,León,Sucursal Centro,Efectivo,Daniel Cervantes,Nocturno
1180,2024-12-28,Folder,Papelería,23.03,7,Roberto Reyes,Monterrey,Sucursal Sur,Tarjeta de Débito,Marcos Aguilar,Nocturno
1181,2025-03-30,Muñeca,Juguetes,592.04,14,Miguel González,Ciudad de México,Sucursal Sur,Tarjeta de Débito,Diana Reyes,Vespertino
1182,2024-07-04,Labial,Belleza,52.16,16,Ana García,León,Sucursal Norte,Efectivo,Perla Guzmán,Vespertino
1183,2024-03-30,Rompecabezas,Juguetes,223.35,14,Verónica Aguilar,Mérida,Sucursal Centro,Efectivo,Bruno Herrera,Vespertino
1184,2025-09-03,Tijeras,Papelería,71.68,18,Renata Suárez,Guadalajara,Sucursal Centro,Transferencia,Claudia Vega,Nocturno
1185,2025-12-23,Café,Alimentos,191.33,1,Isabel Ramírez,Mérida,Sucursal Centro,Tarjeta de Débito,Bruno Herrera,Vespertino
1186,2024-04-12,Cargador,Electrónica,249.58,13,Luis Espinoza,Ciudad de México,Sucursal Norte,Efectivo,Rosa Méndez,Matutino
1187,2024-12-22,Grapadora,Papelería,105.33,17,Elena Delgado,Mérida,Sucursal Centro,Efectivo,Bruno Herrera,Vespertino
1188,2025-10-21,USB Flash Drive,Electrónica,119.11,2,Natalia Ruiz,Monterrey,Sucursal Sur,Efectivo,Susana Palacios,Vespertino
1189,2024-02-10,Toalla,Hogar,148.5,1,Ramón Ortega,Tijuana,Sucursal Centro,Transferencia,Valeria Fuentes,Vespertino
1190,2025-07-26,Sudadera,Ropa,311.18,11,Rebeca Campos,Monterrey,Sucursal Sur,Efectivo,Marcos Aguilar,Nocturno
1191,2024-08-01,Esmalte,Belleza,111.23,2,Carlos López,Mérida,Sucursal Norte,Efectivo,Cecilia Ortiz,Matutino
1192,2024-12-12,Esmalte,Belleza,50.54,15,Ignacio Miranda,Guadalajara,Sucursal Sur,Transferencia,Héctor Lima,Nocturno
1193,2025-11-25,USB Flash Drive,Electrónica,110.91,3,Elena Delgado,León,Sucursal Norte,Tarjeta de Crédito,Perla Guzmán,Vespertino
1194,2025-06-20,Labial,Belleza,57.61,8,Isabel Ramírez,Mérida,Sucursal Norte,Efectivo,Cecilia Ortiz,Matutino
1195,2024-07-09,Galletas,Alimentos,57.52,6,Isabel Ramírez,Ciudad de México,Sucursal Centro,Tarjeta de Crédito,Lorena Soto,Nocturno
1196,2024-03-14,Tijeras,Papelería,55.34,4,Valentina Cruz,Monterrey,Sucursal Norte,Efectivo,Norma Ibarra,Matutino
1197,2024-09-29,Zapatos Deportivos,Deportes,1105.4,11,Marco Sánchez,Ciudad de México,Sucursal Sur,Tarjeta de Crédito,Diana Reyes,Vespertino
1198,2025-01-02,Café,Alimentos,161.34,13,Adriana Molina,Ciudad de México,Sucursal Sur,Tarjeta de Débito,Diana Reyes,Vespertino
1199,2024-03-05,Tijeras,Papelería,45.93,3,Lucía Ramos,Ciudad de México,Sucursal Norte,Tarjeta de Crédito,Rosa Méndez,Matutino
1200,2025-05-26,Labial,Belleza,178.77,4,Marco Sánchez,Ciudad de México,Sucursal Centro,Transferencia,Lorena Soto,Nocturno
1201,2024-07-02,Colchoneta,Deportes,314.13,18,Renata Suárez,Monterrey,Sucursal Sur,Efectivo,Susana Palacios,Vespertino
1202,2025-07-10,Camiseta,Ropa,244.5,6,Verónica Aguilar,Puebla,Sucursal Centro,Efectivo,Rodrigo Salinas,Matutino
1203,2025-09-04,Lámpara,Hogar,359.61,1,Alberto Varela,Guadalajara,Sucursal Sur,Tarjeta de Crédito,Estela Cruz,Vespertino
1204,2024-10-05,Esmalte,Belleza,68.37,1,Elena Delgado,Monterrey,Sucursal Norte,Tarjeta de Crédito,Norma Ibarra,Matutino
1205,2024-02-23,Zapatos Deportivos,Deportes,2363.66,9,Gabriela Moreno,Puebla,Sucursal Norte,Tarjeta de Crédito,Irene Castillo,Matutino
1206,2025-06-12,Sudadera,Ropa,325.97,6,Sebastián Fuentes,Ciudad de México,Sucursal Centro,Efectivo,Lorena Soto,Nocturno
1207,2025-10-13,Auriculares,Electrónica,1244.09,7,Jorge Romero,Monterrey,Sucursal Centro,Efectivo,Graciela Núñez,Nocturno
1208,2024-06-19,Zapatos Deportivos,Deportes,1777.83,11,Luis Espinoza,Puebla,Sucursal Centro,Tarjeta de Débito,Beatriz Flores,Nocturno
1209,2025-07-20,Agua,Alimentos,32.3,11,Manuel Bravo,Monterrey,Sucursal Sur,Transferencia,Marcos Aguilar,Nocturno
1210,2025-03-23,Galletas,Alimentos,36.05,19,Marco Sánchez,Guadalajara,Sucursal Centro,Tarjeta de Crédito,Felipe Ríos,Matutino
1211,2024-03-18,Marcadores,Papelería,146.89,13,Alberto Varela,León,Sucursal Centro,Tarjeta de Débito,Daniel Cervantes,Nocturno
1212,2024-01-21,Jugo,Alimentos,29.49,8,Alicia Ponce,Tijuana,Sucursal Norte,Efectivo,Iván Espinoza,Nocturno
1213,2024-12-19,Teclado,Electrónica,551.78,2,Sandra Peña,Ciudad de México,Sucursal Norte,Efectivo,Jorge Vargas,Vespertino
1214,2025-11-15,Pelota de Fútbol,Deportes,566.61,8,Elena Delgado,Tijuana,Sucursal Norte,Tarjeta de Débito,Iván Espinoza,Nocturno
1215,2024-05-21,Teclado,Electrónica,308.92,5,Manuel Bravo,Puebla,Sucursal Norte,Tarjeta de Débito,Osvaldo Ramos,Vespertino
1216,2025-02-08,Zapatos Deportivos,Deportes,942.58,3,Cecilia Trujillo,Mérida,Sucursal Norte,Transferencia,Cecilia Ortiz,Matutino
1217,2025-01-21,Bloques Didácticos,Juguetes,153.74,4,Luis Espinoza,Ciudad de México,Sucursal Norte,Tarjeta de Crédito,Jorge Vargas,Vespertino
1218,2024-09-15,Guantes de Box,Deportes,1015.44,5,Daniela Herrera,Ciudad de México,Sucursal Centro,Tarjeta de Débito,Lorena Soto,Nocturno
1219,2025-06-17,Colchoneta,Deportes,681.13,9,Valentina Cruz,Guadalajara,Sucursal Centro,Tarjeta de Débito,Felipe Ríos,Matutino
1220,2025-11-18,Chocolate,Alimentos,44.76,6,Mariana Medina,Puebla,Sucursal Norte,Transferencia,Osvaldo Ramos,Vespertino
1221,2024-08-21,Laptop,Electrónica,15393.49,4,Eduardo Jiménez,Monterrey,Sucursal Sur,Transferencia,Susana Palacios,Vespertino
1222,2025-02-25,Sudadera,Ropa,515.27,12,José Rodríguez,León,Sucursal Centro,Transferencia,Daniel Cervantes,Nocturno
1223,2025-10-24,Marcadores,Papelería,112.49,9,Luis Espinoza,Guadalajara,Sucursal Sur,Transferencia,Estela Cruz,Vespertino
1224,2025-01-26,Colchoneta,Deportes,614.32,16,Sandra Peña,Monterrey,Sucursal Norte,Transferencia,Norma Ibarra,Matutino
1225,2024-11-20,Rompecabezas,Juguetes,171.11,15,Sofía Pérez,Monterrey,Sucursal Norte,Efectivo,Samuel Torres,Vespertino
1226,2025-01-06,Chocolate,Alimentos,44.51,16,Alberto Varela,Puebla,Sucursal Centro,Efectivo,Beatriz Flores,Nocturno
1227,2025-03-29,Zapatos Deportivos,Deportes,1694.41,5,Rosa Ávila,Monterrey,Sucursal Norte,Tarjeta de Crédito,Samuel Torres,Vespertino
1228,2025-03-14,USB Flash Drive,Electrónica,227.53,11,Paola Mendoza,Ciudad de México,Sucursal Centro,Transferencia,Lorena Soto,Nocturno
1229,2024-07-30,Shampoo,Belleza,82.45,12,David Torres,Guadalajara,Sucursal Norte,Efectivo,Patricia Lara,Matutino
1230,2025-02-18,Detergente,Hogar,143.32,9,Óscar Ríos,Tijuana,Sucursal Norte,Transferencia,Carmen Villanueva,Vespertino
1231,2024-05-06,Toalla,Hogar,97.28,4,Gabriela Moreno,Mérida,Sucursal Centro,Tarjeta de Crédito,Natalia Rojas,Nocturno
1232,2025-08-21,Folder,Papelería,23.94,7,Jorge Romero,Ciudad de México,Sucursal Norte,Efectivo,Jorge Vargas,Vespertino
1233,2025-05-17,Auriculares,Electrónica,1264.13,10,Alicia Ponce,Tijuana,Sucursal Centro,Efectivo,Alejandro Medina,Matutino
1234,2025-11-10,Zapatos Deportivos,Deportes,1107.51,19,Miguel González,León,Sucursal Norte,Efectivo,Perla Guzmán,Vespertino
1235,2024-06-18,Bolígrafo,Papelería,13.93,3,Pablo Álvarez,Monterrey,Sucursal Norte,Tarjeta de Crédito,Norma Ibarra,Matutino
1236,2025-10-26,Guantes de Box,Deportes,740.67,7,Guillermo León,Mérida,Sucursal Centro,Tarjeta de Crédito,Natalia Rojas,Nocturno
1237,2024-01-22,Zapatos Deportivos,Deportes,957.19,19,Isabel Ramírez,Ciudad de México,Sucursal Norte,Tarjeta de Crédito,Rosa Méndez,Matutino
1238,2024-10-11,Pantalón,Ropa,777.94,5,Sandra Peña,Monterrey,Sucursal Centro,Tarjeta de Débito,Graciela Núñez,Nocturno
1239,2024-09-24,Bloques Didácticos,Juguetes,137.74,19,Cecilia Trujillo,Tijuana,Sucursal Centro,Efectivo,Alejandro Medina,Matutino
1240,2025-01-12,Grapadora,Papelería,175.84,7,Víctor Salinas,Tijuana,Sucursal Centro,Efectivo,Alejandro Medina,Matutino
1241,2024-01-25,USB Flash Drive,Electrónica,157.78,11,Patricia Muñoz,Tijuana,Sucursal Norte,Tarjeta de Débito,Iván Espinoza,Nocturno
1242,2024-07-19,Perfume,Belleza,1156.12,9,Luis Espinoza,Mérida,Sucursal Norte,Efectivo,Ramón Delgado,Nocturno
1243,2024-06-15,Laptop,Electrónica,13773.04,12,Felipe Núñez,León,Sucursal Norte,Transferencia,Arturo Sandoval,Matutino
1244,2025-01-20,Perfume,Belleza,1393.91,18,Guillermo León,Mérida,Sucursal Norte,Transferencia,Ramón Delgado,Nocturno
1245,2024-03-23,Almohada,Hogar,165.23,7,Eduardo Jiménez,Guadalajara,Sucursal Centro,Efectivo,Claudia Vega,Nocturno
1246,2024-09-22,Colchoneta,Deportes,754.2,10,Jorge Romero,León,Sucursal Centro,Transferencia,Daniel Cervantes,Nocturno
1247,2024-04-03,Calcetines,Ropa,30.18,3,Patricia Muñoz,Monterrey,Sucursal Centro,Transferencia,Graciela Núñez,Nocturno
1248,2024-09-29,Rompecabezas,Juguetes,254.0,15,Víctor Salinas,Puebla,Sucursal Norte,Transferencia,Irene Castillo,Matutino
1249,2025-07-03,Carro de Juguete,Juguetes,226.71,16,Beatriz Rojas,Monterrey,Sucursal Centro,Tarjeta de Débito,Graciela Núñez,Nocturno
1250,2025-03-01,Cuaderno,Papelería,65.56,11,Rebeca Campos,Ciudad de México,Sucursal Centro,Tarjeta de Crédito,Miguel Peña,Matutino
1251,2025-01-07,Chocolate,Alimentos,34.99,3,Sofía Pérez,Guadalajara,Sucursal Sur,Tarjeta de Débito,Héctor Lima,Nocturno
1252,2025-11-17,Lámpara,Hogar,598.29,16,Isabel Ramírez,Ciudad de México,Sucursal Sur,Efectivo,Diana Reyes,Vespertino
1253,2025-10-08,Pantalón,Ropa,539.91,17,Enrique Guerrero,León,Sucursal Norte,Transferencia,Perla Guzmán,Vespertino
1254,2024-07-28,Bloques Didácticos,Juguetes,207.45,19,María Martínez,Ciudad de México,Sucursal Norte,Transferencia,Jorge Vargas,Vespertino
1255,2024-09-16,Camiseta,Ropa,392.89,6,Alejandra Morales,León,Sucursal Centro,Efectivo,Daniel Cervantes,Nocturno
1256,2025-06-17,Monitor,Electrónica,7130.73,15,David Torres,Mérida,Sucursal Norte,Tarjeta de Débito,Cecilia Ortiz,Matutino
1257,2025-03-31,Detergente,Hogar,96.09,1,Eduardo Jiménez,Guadalajara,Sucursal Norte,Transferencia,Andrés Mora,Vespertino
1258,2025-08-31,Cuaderno,Papelería,94.03,8,Mónica Ibáñez,Tijuana,Sucursal Centro,Tarjeta de Crédito,Alejandro Medina,Matutino
1259,2024-07-28,Marcadores,Papelería,106.94,10,Mónica Ibáñez,Puebla,Sucursal Centro,Transferencia,Beatriz Flores,Nocturno
1260,2024-10-21,Monitor,Electrónica,3358.46,2,Fernando Flores,Monterrey,Sucursal Norte,Efectivo,Norma Ibarra,Matutino
1261,2025-06-17,Colchoneta,Deportes,613.38,15,Roberto Reyes,Guadalajara,Sucursal Centro,Transferencia,Felipe Ríos,Matutino
1262,2025-11-21,Colchoneta,Deportes,403.44,2,Jorge Romero,Guadalajara,Sucursal Sur,Transferencia,Héctor Lima,Nocturno
1263,2025-02-09,Cargador,Electrónica,376.95,6,Mariana Medina,Ciudad de México,Sucursal Sur,Transferencia,Ernesto Campos,Nocturno
1264,2025-02-20,Grapadora,Papelería,127.98,7,Beatriz Rojas,Ciudad de México,Sucursal Centro,Transferencia,Lorena Soto,Nocturno
1265,2025-05-31,Zapatos Deportivos,Deportes,1736.35,18,Enrique Guerrero,Mérida,Sucursal Norte,Efectivo,Ramón Delgado,Nocturno
1266,2025-11-15,Galletas,Alimentos,45.97,2,Gabriela Moreno,Mérida,Sucursal Norte,Tarjeta de Débito,Cecilia Ortiz,Matutino
1267,2025-11-19,Labial,Belleza,180.96,17,Marco Sánchez,Mérida,Sucursal Centro,Transferencia,Natalia Rojas,Nocturno
1268,2025-03-26,Perfume,Belleza,963.51,6,Alejandra Morales,Tijuana,Sucursal Norte,Efectivo,Carmen Villanueva,Vespertino
1269,2024-09-04,Camiseta,Ropa,204.5,17,Mariana Medina,Tijuana,Sucursal Centro,Efectivo,Valeria Fuentes,Vespertino
1270,2024-11-08,Laptop,Electrónica,8205.53,19,Alicia Ponce,Guadalajara,Sucursal Centro,Transferencia,Claudia Vega,Nocturno
1271,2024-04-15,Sudadera,Ropa,425.01,4,Enrique Guerrero,Tijuana,Sucursal Norte,Efectivo,Iván Espinoza,Nocturno
1272,2025-10-16,Perfume,Belleza,870.16,3,Isabel Ramírez,Guadalajara,Sucursal Centro,Efectivo,Felipe Ríos,Matutino
1273,2025-12-22,Marcadores,Papelería,55.58,2,Jorge Romero,Tijuana,Sucursal Centro,Tarjeta de Crédito,Alejandro Medina,Matutino
1274,2024-06-08,Guantes de Box,Deportes,835.82,5,Miguel González,Guadalajara,Sucursal Norte,Tarjeta de Crédito,Andrés Mora,Vespertino
1275,2025-02-03,Rompecabezas,Juguetes,307.64,12,Marco Sánchez,Ciudad de México,Sucursal Norte,Transferencia,Rosa Méndez,Matutino
1276,2024-03-02,Pantalón,Ropa,405.05,19,Ana García,Guadalajara,Sucursal Centro,Efectivo,Felipe Ríos,Matutino
1277,2025-10-22,Marcadores,Papelería,65.51,17,Miguel González,Monterrey,Sucursal Norte,Tarjeta de Crédito,Norma Ibarra,Matutino
1278,2025-12-26,Shampoo,Belleza,126.63,4,Isabel Ramírez,Monterrey,Sucursal Norte,Tarjeta de Crédito,Samuel Torres,Vespertino
1279,2024-05-29,Galletas,Alimentos,39.99,12,Cecilia Trujillo,Ciudad de México,Sucursal Norte,Efectivo,Jorge Vargas,Vespertino
1280,2024-04-02,Crema Facial,Belleza,377.6,4,Guillermo León,Monterrey,Sucursal Norte,Tarjeta de Débito,Samuel Torres,Vespertino
1281,2024-11-15,Carro de Juguete,Juguetes,447.94,7,Arturo Navarro,Guadalajara,Sucursal Centro,Tarjeta de Débito,Felipe Ríos,Matutino
1282,2024-09-19,Jugo,Alimentos,25.62,18,Alicia Ponce,Guadalajara,Sucursal Sur,Efectivo,Héctor Lima,Nocturno
1283,2025-08-27,Cargador,Electrónica,157.85,19,Rosa Ávila,Ciudad de México,Sucursal Centro,Transferencia,Lorena Soto,Nocturno
1284,2025-10-12,Esmalte,Belleza,38.98,1,Alejandra Morales,León,Sucursal Centro,Transferencia,Adriana Méndez,Matutino
1285,2025-11-22,Bolígrafo,Papelería,38.0,8,Carlos López,Guadalajara,Sucursal Norte,Tarjeta de Crédito,Andrés Mora,Vespertino
1286,2024-09-02,Detergente,Hogar,91.71,12,José Rodríguez,Mérida,Sucursal Norte,Transferencia,Cecilia Ortiz,Matutino
1287,2025-02-17,Colchoneta,Deportes,802.76,1,Verónica Aguilar,Tijuana,Sucursal Centro,Transferencia,Alejandro Medina,Matutino
1288,2025-09-18,Shampoo,Belleza,167.93,7,Luis Espinoza,Ciudad de México,Sucursal Norte,Tarjeta de Crédito,Jorge Vargas,Vespertino
1289,2025-09-26,Pantalón,Ropa,639.84,17,Daniela Herrera,Mérida,Sucursal Norte,Transferencia,Cecilia Ortiz,Matutino
1290,2025-02-11,Tijeras,Papelería,72.15,6,Rebeca Campos,Puebla,Sucursal Norte,Efectivo,Irene Castillo,Matutino
1291,2025-07-09,Folder,Papelería,55.84,5,Carlos López,Puebla,Sucursal Centro,Tarjeta de Crédito,Rodrigo Salinas,Matutino
1292,2025-06-03,Chocolate,Alimentos,59.27,9,Sebastián Fuentes,Puebla,Sucursal Norte,Efectivo,Irene Castillo,Matutino
1293,2024-10-15,Calcetines,Ropa,79.17,1,Arturo Navarro,Tijuana,Sucursal Norte,Transferencia,Carmen Villanueva,Vespertino
1294,2025-01-19,Jugo,Alimentos,41.91,13,José Rodríguez,Ciudad de México,Sucursal Sur,Transferencia,Ernesto Campos,Nocturno
1295,2025-04-22,Bloques Didácticos,Juguetes,200.26,8,Silvia Fuentes,Tijuana,Sucursal Norte,Tarjeta de Débito,Carmen Villanueva,Vespertino
1296,2025-06-11,Guantes de Box,Deportes,1103.0,19,Julio Cortez,León,Sucursal Centro,Efectivo,Daniel Cervantes,Nocturno
1297,2024-08-30,Cargador,Electrónica,308.82,16,Óscar Ríos,Tijuana,Sucursal Centro,Tarjeta de Débito,Valeria Fuentes,Vespertino
1298,2024-10-12,Folder,Papelería,55.67,17,Tomás Vega,Guadalajara,Sucursal Centro,Efectivo,Felipe Ríos,Matutino
1299,2025-09-17,Almohada,Hogar,172.29,11,Ricardo Castillo,Ciudad de México,Sucursal Norte,Transferencia,Rosa Méndez,Matutino
1300,2025-01-17,Cargador,Electrónica,279.47,9,Pablo Álvarez,Guadalajara,Sucursal Centro,Tarjeta de Crédito,Felipe Ríos,Matutino
1301,2025-10-05,Lámpara,Hogar,536.83,17,Eduardo Jiménez,Puebla,Sucursal Centro,Transferencia,Beatriz Flores,Nocturno
1302,2024-09-13,Carro de Juguete,Juguetes,273.12,19,David Torres,Tijuana,Sucursal Norte,Tarjeta de Débito,Carmen Villanueva,Vespertino
1303,2024-11-02,Tijeras,Papelería,26.37,5,Alicia Ponce,Monterrey,Sucursal Centro,Tarjeta de Crédito,Raúl Guerrero,Matutino
1304,2024-03-27,Crema Facial,Belleza,320.38,16,Pablo Álvarez,Ciudad de México,Sucursal Sur,Tarjeta de Débito,Ernesto Campos,Nocturno
1305,2024-02-16,Calcetines,Ropa,34.36,4,Renata Suárez,León,Sucursal Norte,Tarjeta de Débito,Arturo Sandoval,Matutino
1306,2024-09-22,Auriculares,Electrónica,1843.22,13,Mariana Medina,Monterrey,Sucursal Norte,Transferencia,Norma Ibarra,Matutino
1307,2025-12-05,Marcadores,Papelería,74.54,12,Fernando Flores,Ciudad de México,Sucursal Centro,Tarjeta de Crédito,Miguel Peña,Matutino
1308,2025-11-05,Mouse,Electrónica,458.06,1,Sebastián Fuentes,Puebla,Sucursal Norte,Transferencia,Osvaldo Ramos,Vespertino
1309,2025-05-03,Crema Facial,Belleza,467.46,6,Guillermo León,Guadalajara,Sucursal Sur,Efectivo,Héctor Lima,Nocturno
1310,2024-12-21,Camiseta,Ropa,252.72,13,Beatriz Rojas,Guadalajara,Sucursal Norte,Transferencia,Patricia Lara,Matutino
1311,2025-09-02,Cuaderno,Papelería,104.75,8,Manuel Bravo,Guadalajara,Sucursal Norte,Tarjeta de Débito,Patricia Lara,Matutino
1312,2025-04-06,Monitor,Electrónica,4340.71,19,Julio Cortez,Guadalajara,Sucursal Centro,Transferencia,Claudia Vega,Nocturno
1313,2025-01-25,Pelota de Fútbol,Deportes,506.14,17,Verónica Aguilar,Monterrey,Sucursal Sur,Tarjeta de Débito,Marcos Aguilar,Nocturno
1314,2024-04-21,Calcetines,Ropa,72.82,1,José Rodríguez,León,Sucursal Centro,Efectivo,Adriana Méndez,Matutino
1315,2025-04-18,Agua,Alimentos,39.84,1,Valentina Cruz,Ciudad de México,Sucursal Centro,Efectivo,Lorena Soto,Nocturno
1316,2024-11-22,Café,Alimentos,136.02,3,Enrique Guerrero,Ciudad de México,Sucursal Centro,Tarjeta de Crédito,Lorena Soto,Nocturno
1317,2025-09-30,Detergente,Hogar,103.49,13,Sergio Gutiérrez,Puebla,Sucursal Norte,Transferencia,Irene Castillo,Matutino
1318,2024-12-29,Agua,Alimentos,37.53,4,Elena Delgado,Tijuana,Sucursal Norte,Tarjeta de Crédito,Carmen Villanueva,Vespertino
1319,2025-03-28,Guantes de Box,Deportes,668.05,14,Diego Cabrera,Puebla,Sucursal Norte,Transferencia,Irene Castillo,Matutino
1320,2024-04-10,Sudadera,Ropa,312.68,12,David Torres,Monterrey,Sucursal Centro,Tarjeta de Débito,Raúl Guerrero,Matutino
1321,2024-07-28,Jugo,Alimentos,52.09,1,Mónica Ibáñez,Tijuana,Sucursal Norte,Tarjeta de Crédito,Iván Espinoza,Nocturno
1322,2025-01-30,Lámpara,Hogar,365.79,14,Alicia Ponce,Ciudad de México,Sucursal Centro,Tarjeta de Débito,Miguel Peña,Matutino
1323,2025-03-22,Auriculares,Electrónica,663.2,6,Natalia Ruiz,Guadalajara,Sucursal Centro,Tarjeta de Débito,Felipe Ríos,Matutino
1324,2025-11-18,Tijeras,Papelería,27.4,16,Sebastián Fuentes,Mérida,Sucursal Centro,Efectivo,Natalia Rojas,Nocturno
1325,2024-05-28,Sudadera,Ropa,416.26,20,Manuel Bravo,Monterrey,Sucursal Centro,Tarjeta de Crédito,Raúl Guerrero,Matutino
1326,2025-12-19,Monitor,Electrónica,5481.57,15,Víctor Salinas,Ciudad de México,Sucursal Centro,Efectivo,Miguel Peña,Matutino
1327,2024-11-28,Crema Facial,Belleza,479.72,5,Andrés Vargas,Ciudad de México,Sucursal Sur,Efectivo,Diana Reyes,Vespertino
1328,2024-08-18,Almohada,Hogar,258.93,10,Ricardo Castillo,Monterrey,Sucursal Norte,Efectivo,Norma Ibarra,Matutino
1329,2024-03-23,Cuaderno,Papelería,59.47,8,Gabriela Moreno,Puebla,Sucursal Norte,Efectivo,Osvaldo Ramos,Vespertino
1330,2024-12-23,Rompecabezas,Juguetes,152.89,4,Sofía Pérez,Ciudad de México,Sucursal Sur,Tarjeta de Débito,Diana Reyes,Vespertino
1331,2025-03-04,Muñeca,Juguetes,509.88,14,Paola Mendoza,Monterrey,Sucursal Norte,Tarjeta de Crédito,Norma Ibarra,Matutino
1332,2024-10-06,Toalla,Hogar,169.47,15,Manuel Bravo,Guadalajara,Sucursal Centro,Efectivo,Claudia Vega,Nocturno
1333,2024-08-20,Galletas,Alimentos,45.07,3,Sebastián Fuentes,Ciudad de México,Sucursal Centro,Tarjeta de Débito,Lorena Soto,Nocturno
